Record #,Field Office ,Allegation ,Date Case Opened,Year,Final Disposition
4400,CHI ,Missed Mission ,3/18/2010,2010,Suspension - 1 Day
4401,NYC ,Failure to Honor Just Debts ,3/18/2010,2010,Letter of Reprimand
4402,ORL ,Missed Mission ,3/18/2010,2010,Suspension - 1 Day
4403,FC ,International Security Screening ,3/18/2010,2010,Letter of Reprimand
4404,WFO ,Missed Mission ,3/18/2010,2010,Letter of Counsel
4405,CLT ,Missed Mission ,3/18/2010,2010,Verbal Counsel
4406,NYC ,Unprofessional Conduct ,3/15/2010,2010,Suspension - 2 Day
4407,NWK ,Unprofessional Conduct ,3/15/2010,2010,Letter of Counsel
4408,NWK ,Loss of Equipment ,3/15/2010,2010,Verbal Counsel
4409,DET ,Loss of Equipment ,3/16/2010,2010,Letter of Counsel
4410,CLT ,Loss of Equipment ,3/18/2010,2010,Verbal Counsel
4411,DEN ,Criminal Arrest ,3/23/2010,2010,Removal
4414,NYC ,Missed Mission ,3/22/2010,2010,Suspension - 1 Day
4415,DET,Loss of Equipment ,3/31/2010,2010,Letter of Counsel
4416,CHI ,Failure to Follow Procedure ,3/31/2010,2010,Suspension - 1 Day
4417,CHI ,Loss of Equipment ,3/31/2010,2010,Letter of Counsel
4418,DET ,Failure to Follow Procedure ,3/31/2010,2010,No Further Action
4419,SEA ,Failure to Follow Procedure ,3/31/2010,2010,Suspension - 3 Day
4422,WFO ,Loss of Equipment ,3/31/2010,2010,Letter of Counsel
4423,ATL ,Loss of Equipment ,3/31/2010,2010,Letter of Counsel
4424,ATL ,Misuse of Government Travel Card ,3/31/2010,2010,Letter of Counsel
4425,ATL ,Loss of Equipment ,3/31/2010,2010,Letter of Reprimand
4426,ATL ,Loss of Equipment ,4/1/2010,2010,Suspension - 5 Day
4427,ATL ,Missed Mission ,4/1/2010,2010,Letter of Reprimand
4428,HOU ,Unprofessional Conduct ,4/1/2010,2010,Verbal Counsel
4429,HQ ,Absent Without Leave ,3/31/2010,2010,Letter of Counsel
4430,CHI ,Abuse of Position/Authority ,3/31/2010,2010,Letter of Counsel
4432,DET ,Missed Mission ,4/2/2010,2010,Letter of Counsel
4433,LAX ,Failure to Follow Procedure ,4/2/2010,2010,Verbal Counsel
4435,NYC ,SSI/Classified Material Violation ,4/8/2010,2010,Resignation
4436,WFO ,Missed Mission ,4/9/2010,2010,Letter of Reprimand
4437,NYC ,Failure to Follow Procedure ,4/9/2010,2010,Resignation
4438,CIN ,Missed Mission ,4/9/2010,2010,Suspension - 3 Day
4439,NYC ,Missed Mission ,4/12/2010,2010,Letter of Counsel
4440,DEN ,Missed Mission ,4/12/2010,2010,Suspension - 14 Day
4441,MIA ,Making Misstatements/False ,4/12/2010,2010,Suspension - 14 Day
4442,NYC ,Missed Mission ,4/12/2010,2010,Letter of Counsel
4443,DET ,Missed Mission ,4/12/2010,2010,Letter of Counsel
4445,NYC ,Missed Mission ,4/2/2010,2010,Suspension - 1 Day
4446,MIA ,Missed Mission ,4/2/2010,2010,Letter of Reprimand
4447,LAX ,Abuse of Position/Authority ,4/2/2010,2010,No Further Action
4449,LAX ,Sexual Harassment ,4/2/2010,2010,Resignation
4450,HOU ,Missed Mission ,4/2/2010,2010,No Further Action
4451,DAL ,Making Misstatements/False ,4/2/2010,2010,No Further Action
4452,HQ ,Misuse of Government Travel Card ,4/2/2010,2010,Letter of Counsel
4453,WFO ,Missed Mission ,4/5/2010,2010,Letter of Counsel
4454,ATL ,Missed Mission ,4/5/2010,2010,Letter of Counsel
4455,PHL ,Loss of Equipment ,4/6/2010,2010,Letter of Counsel
4457,ATL ,Unprofessional Conduct ,4/14/2010,2010,Resignation
4458,LAX ,Absent Without Leave ,4/14/2010,2010,No Further Action
4459,HOU ,Security/Safety Violation ,4/16/2010,2010,Suspension - 1 Day
4460,DAL ,Misuse of Government Travel Card ,4/16/2010,2010,Retirement
4461,WFO ,Missed Mission ,4/16/2010,2010,Letter of Reprimand
4462,WFO ,Missed Mission ,4/16/2010,2010,Letter of Counsel
4463,BOS ,Missed Mission ,4/16/2010,2010,Letter of Counsel
4464,BOS,Failure to Follow Procedure ,4/16/2010,2010,Suspension - 3 Day
4465,MIA ,Loss of Equipment ,4/21/2010,2010,Letter of Reprimand
4466,NYC ,Unprofessional Conduct ,4/12/2010,2010,Suspension - 1 Day
4467,WFO ,Criminal Arrest ,4/20/2010,2010,Removal
4469,HOU ,Missed Mission ,4/22/2010,2010,Letter of Reprimand
4470,WFO ,Failure to Honor Just Debts ,4/23/2010,2010,Letter of Counsel
4471,LAS ,Management Inquiry ,4/23/2010,2010,Verbal Counsel
4472,HOU ,Missed Mission ,4/23/2010,2010,Letter of Counsel
4473,MSP ,Failure to Honor Just Debts ,4/26/2010,2010,Suspension - 2 Day
4474,BOS ,Loss of Equipment ,4/27/2010,2010,Letter of Reprimand
4476,LAX ,Abuse of Position/Authority ,4/28/2010,2010,No Further Action
4477,WFO ,Failure to Follow Instruction ,4/28/2010,2010,Suspension - 5 Day
4479,LAX ,Unprofessional Conduct ,4/29/2010,2010,Letter of Counsel
4480,WFO ,Missed Mission ,4/29/2010,2010,Letter of Counsel
4481,WFO ,Loss of Equipment ,4/29/2010,2010,Letter of Counsel
4482,ORL ,Missed Mission ,4/30/2010,2010,Letter of Counsel
4484,ORL ,Loss of Equipment ,5/3/2010,2010,Letter of Counsel
4485,DAL ,Unprofessional Conduct ,5/4/2010,2010,No Further Action
4486,WFO ,Missed Mission ,5/5/2010,2010,Letter of Counsel
4487,CLT ,Loss of Equipment ,5/7/2010,2010,Suspension - 2 Day
4488,HQ ,Unprofessional Conduct ,5/7/2010,2010,No Further Action
4489,NYC ,Unprofessional Conduct ,5/7/2010,2010,Removal
4490,PIT ,Failure to Follow Procedure ,5/11/2010,2010,No Further Action
4491,DAL ,Missed Mission ,5/11/2010,2010,Letter of Counsel
4492,CHI ,Loss of Equipment ,5/11/2010,2010,Resignation
4493,HOU ,Missed Mission ,5/11/2010,2010,Letter of Counsel
4494,DAL ,Missed Mission ,5/11/2010,2010,Letter of Counsel
4495,NYC ,Failure to Honor Just Debts ,5/11/2010,2010,Letter of Counsel
4496,NYC ,Loss of Equipment ,5/11/2010,2010,Suspension - 14 Day
4497,MSP ,Loss of Equipment ,5/13/2010,2010,Suspension - 5 Day
4500,DET,Unprofessional Conduct ,5/14/2010,2010,Letter of Counsel
4501,LAX ,Loss of Equipment ,5/13/2010,2010,Letter of Counsel
4502,SEA ,Unprofessional Conduct ,5/14/2010,2010,Suspension - 3 Day
4503,DET ,Failure to Follow Procedure ,5/14/2010,2010,Verbal Counsel
4504,DEN ,Unprofessional Conduct ,5/17/2010,2010,No Further Action
4505,CHI ,International Security Screening ,5/17/2010,2010,Suspension - 10 Day
4506,DAL,Loss of Equipment ,5/17/2010,2010,Letter of Reprimand
4508,DEN ,Unprofessional Conduct ,5/17/2010,2010,No Further Action
4509,CHI ,Failure to Follow Procedure ,5/17/2010,2010,Letter of Reprimand
4510,WFO ,Loss of Equipment ,5/17/2010,2010,No Further Action
4511,WFO ,Missed Mission ,5/17/2010,2010,Letter of Counsel
4512,CLT ,Missed Mission ,5/18/2010,2010,Verbal Counsel
4513,WFO ,Missed Mission ,5/18/2010,2010,Letter of Counsel
4514,BOS ,Unexcused Tardiness ,5/19/2010,2010,Letter of Reprimand
4515,ORL ,Missed Mission ,5/18/2010,2010,Letter of Reprimand
4516,ATL ,Alcohol Policy Violation ,5/19/2010,2010,No Further Action
4517,SEA ,Criminal Arrest ,5/20/2010,2010,Suspension - 30 Day
4519,ATL ,Sick Leave Violation ,5/20/2010,2010,Leave Restriction Letter
4520,NWK ,Abuse of Position/Authority ,5/25/2010,2010,Resignation
4521,ORL ,Missed Mission ,5/27/2010,2010,Letter of Counsel
4522,NYC ,Missed Mission ,5/25/2010,2010,Letter of Counsel
4523,DAL ,Failure to Follow Procedure ,5/27/2010,2010,No Further Action
4524,LAS ,Abuse of Position/Authority ,5/27/2010,2010,Suspension - 10 Day
4525,CLT ,Unprofessional Conduct ,5/27/2010,2010,No Further Action
4526,WFO ,Failure to Honor Just Debts ,5/27/2010,2010,Letter of Counsel
4527,DET ,Making Misstatements/False ,5/27/2010,2010,Verbal Counsel
4528,DAL ,Hotel Compliance ,5/27/2010,2010,Letter of Counsel
4529,DET ,Loss of Equipment ,5/27/2010,2010,Letter of Counsel
4530,CHI ,Missed Mission ,5/27/2010,2010,Suspension - 1 Day
4531,CHI ,Missed Mission ,5/27/2010,2010,Letter of Counsel
4532,LAS ,Failure to Honor Just Debts ,5/28/2010,2010,Letter of Reprimand
4533,DAL ,Hotel Compliance ,5/28/2010,2010,Letter of Counsel
4534,DAL ,Hotel Compliance ,5/28/2010,2010,Letter of Counsel
4535,DAL ,Hotel Compliance ,5/28/2010,2010,Letter of Reprimand
4536,DAL ,Hotel Compliance ,5/28/2010,2010,Letter of Counsel
4537,DAL ,Hotel Compliance ,5/28/2010,2010,Letter of Counsel
4538,ATL ,Unprofessional Conduct ,5/28/2010,2010,Letter of Counsel
4539,MIA ,SSI/Classified Material Violation ,5/19/2010,2010,Removal
4540,MIA ,Failure to Honor Just Debts ,6/2/2010,2010,Suspension - 5 Day
4541,HOU ,Failure to Follow Procedure ,6/3/2010,2010,No Further Action
4542,HOU ,Failure to Follow Procedure ,6/3/2010,2010,No Further Action
4543,CHI ,Criminal Conduct ,6/3/2010,2010,Resignation
4544,CHI ,Failure to Follow Procedure ,6/2/2010,2010,Suspension - 12 Day
4545,BOS ,Failure to Honor Just Debts ,6/1/2010,2010,Suspension - 4 Day
4546,WFO ,Failure to Follow Procedure ,5/28/2010,2010,Letter of Reprimand
4547,BOS ,Failure to Follow Procedure ,5/28/2010,2010,No Further Action
4548,BOS ,International Security Screening ,5/28/2010,2010,Suspension - 2 Day
4549,NYC ,Failure to Follow Procedure ,6/2/2010,2010,Verbal Counsel
4551,NYC ,Missed Mission ,6/4/2010,2010,Resignation
4552,NYC ,Missed Mission ,6/4/2010,2010,Resignation
4553,NYC ,Loss of Equipment ,6/4/2010,2010,Letter of Counsel
4554,ATL ,Miscellaneous ,6/4/2010,2010,No Further Action
4555,NYC ,Loss of Equipment ,6/4/2010,2010,Verbal Counsel
4556,ORL ,Abuse of Position/Authority ,6/7/2010,2010,No Further Action
4558,ORL ,Abuse of Position/Authority ,6/8/2010,2010,Other (Sealed Settlement Agreement)
4559,ORL ,Abuse of Position/Authority ,6/9/2010,2010,No Further Action
4560,HOU ,International Security Screening ,6/8/2010,2010,Suspension - 2 Day
4561,WFO ,Missed Mission ,6/7/2010,2010,Letter of Counsel
4562,NWK ,Miscellaneous ,6/10/2010,2010,No Further Action
4563,HOU ,Failure to Follow Procedure ,6/11/2010,2010,No Further Action
4564,NYC ,Failure to Follow Procedure ,6/11/2010,2010,Suspension - 14 Day
4565,CHI ,Sleeping on Duty ,6/10/2010,2010,Suspension - 1 Day
4566,DET ,Loss of Equipment ,6/14/2010,2010,No Further Action
4567,LAS ,Absent Without Leave ,6/16/2010,2010,No Further Action
4568,LAS ,Failure to Follow Procedure ,6/16/2010,2010,Suspension - 3 Day
4569,DET ,Loss of Equipment ,6/16/2010,2010,Letter of Counsel
4570,DET ,SSI/Classified Material Violation ,6/18/2010,2010,Resignation
4571,MIA ,Loss of Equipment ,6/17/2010,2010,Letter of Counsel
4575,ACY ,Loss of Equipment ,6/21/2010,2010,No Further Action
4577,WFO ,SSI/Classified Material Violation ,6/14/2010,2010,Letter of Reprimand
4578,CIN ,Failure to Follow Procedure ,6/21/2010,2010,Letter of Counsel
4579,WFO ,Criminal Arrest ,6/21/2010,2010,Letter of Reprimand
4580,BOS ,Abuse of Position/Authority ,2/17/2010,2010,Suspension - 7 Day
4582,ACY ,Failure to Follow Instruction ,6/30/2010,2010,Removal
4583,NYC ,Unprofessional Conduct ,6/30/2010,2010,Suspension - 7 Day
4584,NYC ,International Security Screening ,6/30/2010,2010,Suspension - 1 Day
4585,NYC ,Sexual Harassment ,6/28/2010,2010,Resignation
4586,MIA ,Failure to Follow Procedure ,6/28/2010,2010,Suspension - 5 Day
4587,NWK ,Failure to Follow Procedure ,6/28/2010,2010,Letter of Reprimand
4588,DEN ,Criminal Arrest ,7/1/2010,2010,Removal
4589,DEN ,Loss of Equipment ,6/25/2010,2010,Suspension - 7 Day
4590,WFO ,Failure to Honor Just Debts ,6/25/2010,2010,Suspension - 5 Day
4593,HQ ,Unprofessional Conduct ,7/2/2010,2010,Letter of Reprimand
4594,WFO ,Loss of Equipment ,6/1/2010,2010,Letter of Reprimand
4595,ORL ,Failure to Honor Just Debts ,6/22/2010,2010,Letter of Counsel
4596,BOS ,Loss of Equipment ,6/17/2010,2010,No Further Action
4597,WFO ,Missed Mission ,7/7/2010,2010,Letter of Counsel
4598,LAX ,Miscellaneous ,7/2/2010,2010,Letter of Counsel
4599,WFO ,Absent Without Leave ,7/7/2010,2010,Resignation
4600,LAX ,Abuse of Position/Authority ,7/7/2010,2010,Suspension - 14 Day
4601,WFO ,Missed Mission ,7/7/2010,2010,Resignation
4602,WFO ,Missed Mission ,6/21/2010,2010,Suspension - 5 Day
4603,NWK ,Missed Mission ,7/6/2010,2010,Letter of Counsel
4604,PHL ,Absent Without Leave ,7/9/2010,2010,Letter of Counsel
4609,NWK ,Criminal Arrest ,7/13/2010,2010,Letter of Reprimand
4610,NWK ,Criminal Arrest ,7/13/2010,2010,Letter of Counsel
4611,ATL ,Loss of Equipment ,7/14/2010,2010,Verbal Counsel
4612,CHI ,Missed Mission ,7/14/2010,2010,Letter of Counsel
4613,LAS ,Missed Mission ,7/14/2010,2010,Letter of Reprimand
4614,ATL ,Loss of Equipment ,7/13/2010,2010,Verbal Counsel
4616,NYC ,Loss of Equipment ,7/2/2010,2010,Letter of Counsel
4617,SEA ,Loss of Equipment ,7/16/2010,2010,No Further Action
4618,HOU ,Misuse of Government Travel Card ,7/16/2010,2010,Letter of Reprimand
4619,HOU ,Loss of Equipment ,7/16/2010,2010,Letter of Counsel
4620,DAL ,Failure to Follow Instruction ,7/16/2010,2010,Letter of Counsel
4621,CHI ,Missed Mission ,7/16/2010,2010,Suspension - 10 Day
4622,MSP,Missed Mission ,7/16/2010,2010,Letter of Counsel
4623,MSP,Missed Mission ,7/16/2010,2010,Letter of Counsel
4624,CHI ,Loss of Equipment ,7/15/2010,2010,Letter of Counsel
4625,ORL ,Criminal Arrest ,7/15/2010,2010,Suspension - 3 Day
4626,DET ,Missed Mission ,7/20/2010,2010,Suspension - 2 Day
4627,DET ,Misuse of Government Travel Card ,7/20/2010,2010,Letter of Reprimand
4628,NWK ,Loss of Equipment ,7/21/2010,2010,Letter of Counsel
4632,HOU ,Failure to Follow Procedure ,7/29/2010,2010,Letter of Counsel
4633,DET ,Loss of Equipment ,7/28/2010,2010,Letter of Counsel
4634,DET ,Loss of Equipment ,7/28/2010,2010,Suspension - 3 Day
4635,SEA ,Unprofessional Conduct ,7/30/2010,2010,No Further Action
4636,BOS ,Hostile Work Environment ,8/3/2010,2010,Letter of Reprimand
4637,PHL ,Failure to Follow Procedure ,8/5/2010,2010,Letter of Counsel
4638,HQ ,Loss of Equipment ,8/5/2010,2010,Letter of Reprimand
4639,HQ ,Unprofessional Conduct ,8/5/2010,2010,Letter of Counsel
4640,ACY ,Sexual Harassment ,7/26/2010,2010,No Further Action
4641,SEA ,Loss of Equipment ,8/12/2010,2010,Letter of Counsel
4642,DEN ,Failure to Follow Procedure ,7/6/2010,2010,Suspension - 7 Day
4643,LAX ,Failure to Honor Just Debts ,6/21/2010,2010,Suspension - 2 Day
4644,ORL ,Failure to Honor Just Debts ,6/16/2010,2010,Letter of Reprimand
4645,ORL ,Loss of Equipment ,6/17/2010,2010,Letter of Reprimand
4646,LAX ,Death ,7/31/2010,2010,No Further Action
4647,WFO ,Unprofessional Conduct ,8/10/2010,2010,Letter of Reprimand
4648,PIT ,Misuse of Government Travel Card ,8/10/2010,2010,Suspension - 3 Day
4649,DET ,SSI/Classified Material Violation ,8/10/2010,2010,No Further Action
4650,DEN ,Failure to Follow Procedure ,8/12/2010,2010,Suspension - 7 Day
4651,NYC ,Missed Mission ,8/10/2010,2010,Letter of Reprimand
4652,MIA ,Missed Mission ,8/9/2010,2010,Letter of Counsel
4654,MSP ,Sleeping on Duty ,8/9/2010,2010,Suspension - 1 Day
4655,HOU ,Failure to Follow Procedure ,8/9/2010,2010,Letter of Counsel
4656,SEA ,Criminal Arrest ,8/11/2010,2010,Suspension - 30 Day
4657,CLT ,Loss of Equipment ,8/11/2010,2010,Verbal Counsel
4658,SEA ,Failure to Follow Procedure ,8/11/2010,2010,Suspension - 1 Day
4659,PIT ,Missed Mission ,8/10/2010,2010,Letter of Counsel
4660,HQ ,Failure to Follow Instruction ,8/9/2010,2010,Resignation
4661,HQ ,Abuse of Position/Authority ,7/29/2010,2010,Suspension - 7 Day
4662,NWK ,Failure to Honor Just Debts ,7/27/2010,2010,Suspension - 10 Day
4665,DAL ,Hotel Compliance ,8/10/2010,2010,Letter of Counsel
4666,ACY ,Unprofessional Conduct ,8/16/2010,2010,Resignation
4667,SEA ,Loss of Equipment ,8/16/2010,2010,Letter of Counsel
4669,ORL ,Sexual Harassment ,8/13/2010,2010,Letter of Reprimand
4670,ORL ,Unprofessional Conduct ,6/28/2010,2010,Suspension - 5 Day
4672,lAX ,Sick Leave Violation ,7/27/2010,2010,Resignation
4673,LAX ,Missed Mission ,7/27/2010,2010,Letter of Counsel
4674,LAX ,Loss of Equipment ,7/23/2010,2010,Letter of Counsel
4675,ORL ,Failure to Honor Just Debts ,7/21/2010,2010,Letter of Counsel
4676,ORL ,Failure to Honor Just Debts ,7/21/2010,2010,Letter of Counsel
4677,ORL ,Failure to Honor Just Debts ,7/21/2010,2010,letter of Counsel
4678,ORL ,Failure to Honor Just Debts ,7/21/2010,2010,Resignation
4679,ORL ,Failure to Honor Just Debts ,7/21/2010,2010,Verbal Counsel
4680,ORL ,LEO Action ,7/13/2010,2010,No Further Action
4681,DEN ,Loss of Equipment ,7/13/2010,2010,Verbal Counsel
4682,BOS ,Loss of Equipment ,7/13/2010,2010,Letter of Counsel
4683,LAX ,Unexcused Tardiness ,7/12/2010,2010,Letter of Counsel
4684,ATL ,SSI/Classified Material Violation ,8/16/2010,2010,Suspension - 14 Day
4685,LAX ,Making Misstatements/False ,8/18/2010,2010,Resignation
4686,ATL ,SSI/Classified Material Violation ,8/17/2010,2010,Letter of Reprimand
4687,SEA ,Hostile Work Environment ,8/19/2010,2010,Letter of Reprimand
4688,PIT ,Missed Mission ,8/19/2010,2010,Letter of Counsel
4689,FC ,Failure to Follow Procedure ,8/23/2010,2010,Letter of Reprimand
4690,ATL ,Failure to Honor Just Debts ,8/20/2010,2010,Letter of Reprimand
4691,ATL ,Loss of Equipment ,8/20/2010,2010,Resignation
4692,ATL ,Loss of Equipment ,8/23/2010,2010,Letter of Counsel
4693,LAX ,Loss of Equipment ,8/23/2010,2010,Letter of Counsel
4694,LAS ,Loss of Equipment ,8/23/2010,2010,Letter of Counsel
4695,NYC ,Loss of Equipment ,8/23/2010,2010,Letter of Counsel
4696,CLT ,Loss of Equipment ,8/23/2010,2010,Letter of Reprimand
4698,PIT ,Loss of Equipment ,8/24/2010,2010,Letter of Counsel
4701,DET,Loss of Equipment ,8/25/2010,2010,Letter of Counsel
4702,CHI ,Abuse of Position/Authority ,8/25/2010,2010,Suspension - 7 Day
4703,NWK ,Failure to Honor Just Debts ,8/24/2010,2010,Letter of Counsel
4704,ORL ,Failure to Honor Just Debts ,8/25/2010,2010,Letter of Counsel
4705,MIA ,Failure to Honor Just Debts ,8/26/2010,2010,Suspension - 5 Day
4706,BOS ,Failure to Follow Procedure ,8/26/2010,2010,Suspension - 7 Day
4707,DET ,Miscellaneous ,8/25/2010,2010,No Further Action
4708,NYC ,Missed Mission ,8/26/2010,2010,Letter of Counsel
4709,,Frequent Flyer Mileage Violation ,8/26/2010,2010,No Further Action
4711,BOS ,Failure to Follow Procedure ,8/27/2010,2010,Verbal Counsel
4712,CHI ,Loss of Equipment ,8/27/2010,2010,Letter of Counsel
4713,NYC ,Loss of Equipment ,8/27/2010,2010,Letter of Reprimand
4714,SEA ,Unexcused Tardiness ,8/27/2010,2010,Letter of Counsel
4715,HOU ,Failure to Honor Just Debts ,8/27/2010,2010,Verbal Counsel
4718,HOU ,Loss of Equipment ,9/2/2010,2010,Letter of Reprimand
4719,PHL ,Unprofessional Conduct ,9/2/2010,2010,No Further Action
4720,BOS ,Loss of Equipment ,9/2/2010,2010,Letter of Counsel
4721,PHL ,Loss of Equipment ,9/2/2010,2010,Letter of Counsel
4722,SEA ,Unexcused Tardiness ,9/2/2010,2010,Letter of Counsel
4723,WFO ,Failure to Follow Procedure ,9/2/2010,2010,Letter of Counsel
4724,WFO ,Unprofessional Conduct ,9/2/2010,2010,Suspension - 5 Day
4725,HOU ,Loss of Equipment ,9/2/2010,2010,Letter of Reprimand
4726,DET ,Loss of Equipment ,9/2/2010,2010,Letter of Counsel
4727,SEA ,Unexcused Tardiness ,8/31/2010,2010,Letter of Counsel
4728,LAX ,Loss of Equipment ,9/2/2010,2010,Letter of Counsel
4729,LAX ,Unexcused Tardiness ,9/2/2010,2010,Letter of Counsel
4730,LAX ,Failure to Honor Just Debts ,9/3/2010,2010,Suspension - 2 Day
4731,ORL ,Loss of Equipment ,9/7/2010,2010,Letter of Counsel
4732,CHI ,Loss of Equipment ,9/7/2010,2010,Letter of Reprimand
4733,SEA ,Failure to Follow Procedure ,9/8/2010,2010,Letter of Reprimand
4734,CHI ,Loss of Equipment ,9/8/2010,2010,Letter of Counsel
4735,DET ,Loss of Equipment ,9/8/2010,2010,Letter of Counsel
4736,NYC ,Drug Policy Violation ,9/8/2010,2010,Resignation
4737,PHL ,Unprofessional Conduct ,9/9/2010,2010,No Further Action
4738,SEA ,Failure to Follow Instruction ,9/10/2010,2010,Letter of Reprimand
4740,DEN ,Failure to Follow Procedure ,9/10/2010,2010,Suspension - 7 Day
4741,DEN ,Unexcused Tardiness ,9/10/2010,2010,Suspension - 7 Day
4742,ORL ,Missed Mission ,7/20/2010,2010,Letter of Counsel
4743,ORL ,Missed Mission ,7/20/2010,2010,Letter of Reprimand
4744,WFO ,Loss of Equipment ,8/16/2010,2010,Letter of Counsel
4745,WfO ,Loss of Equipment ,7/21/2010,2010,Letter of Counsel
4746,WFO ,Missed Mission ,7/21/2010,2010,Letter of Counsel
4747,WFO ,Missed Mission ,7/8/2010,2010,Suspension - 3 Day
4748,WFO ,Missed Mission ,7/8/2010,2010,Letter of Reprimand
4749,WFO ,Missed Mission ,7/8/2010,2010,No Further Action
4750,WFO ,Missed Mission ,7/8/2010,2010,No Further Action
4751,WFO ,Absent Without Leave ,7/7/2010,2010,Letter of Counsel
4752,WfO ,Loss of Equipment ,7/7/2010,2010,Letter of Counsel
4753,WFO ,Miscellaneous ,8/19/2010,2010,No Further Action
4754,WFO ,Failure to Honor Just Debts ,6/21/2010,2010,Suspension - 5 Day
4755,PIT ,Administrative Leave Tracking ,9/8/2010,2010,No Further Action
4756,PIT ,Missed Mission ,8/13/2010,2010,Letter of Counsel
4757,CIN ,Unprofessional Conduct ,8/13/2010,2010,Verbal Counsel
4758,CIN ,Misuse of Government Property ,7/15/2010,2010,Letter of Reprimand
4759,CIN ,Misuse of Government Property ,7/15/2010,2010,Letter of Reprimand
4760,WFO ,Loss of Equipment ,8/13/2010,2010,Verbal Counsel
4761,WFO ,Failure to Honor Just Debts ,6/25/2010,2010,Letter of Reprimand
4762,BOS ,Failure to Follow Procedure ,8/11/2010,2010,Letter of Reprimand
4763,DEN ,Missed Mission ,8/6/2010,2010,Verbal Counsel
4764,WFO ,Sleeping on Duty ,7/30/2010,2010,Letter of Counsel
4765,WFO ,Sleeping on Duty ,7/30/2010,2010,Letter of Counsel
4766,WFO ,Loss of Equipment ,8/6/2010,2010,Letter of Counsel
4767,BOS ,Failure to Follow Instruction ,7/9/2010,2010,Letter of Counsel
4768,WFO ,Loss of Equipment ,8/6/2010,2010,Letter of Reprimand
4769,ORL ,Missed Mission ,7/30/2010,2010,Letter of Reprimand
4770,LAX ,Criminal Conduct ,7/29/2010,2010,No Further Action
4772,DAL ,Criminal Arrest ,9/13/2010,2010,Retirement
4774,BOS ,Misrepresentation of Agency ,9/13/2010,2010,No Further Action
4775,PHL ,Management Inquiry ,9/14/2010,2010,No Further Action
4776,PHL ,Missed Mission ,9/14/2010,2010,Letter of Counsel
4777,PHL ,Missed Mission ,9/14/2010,2010,Letter of Counsel
4778,PHL ,Missed Mission ,9/14/2010,2010,Letter of Reprimand
4779,PHL ,Missed Mission ,9/14/2010,2010,Letter of Counsel
4780,PHL ,Loss of Equipment ,9/14/2010,2010,Letter of Reprimand
4781,SEA ,Loss of Equipment ,9/14/2010,2010,Letter of Counsel
4782,CIN ,Alcohol Policy Violation ,9/14/2010,2010,Retirement
4783,HOU ,Failure to Follow Procedure ,9/15/2010,2010,Verbal Counsel
4784,LAX ,Misuse of Government Vehicle ,9/16/2010,2010,Suspension - 30 Day
4785,ACY ,Hostile Work Environment ,9/16/2010,2010,Retirement
4786,MIA ,Unexcused Tardiness ,9/17/2010,2010,Suspension - 7 Day
4788,SFO ,Unprofessional Conduct ,9/17/2010,2010,Resignation
4789,DAL,Loss of Equipment ,9/17/2010,2010,Suspension - 3 Day
4790,WFO ,Unprofessional Conduct ,9/17/2010,2010,No Further Action
4791,ATL ,Unprofessional Conduct ,9/20/2010,2010,Letter of Counsel
4792,DET ,Missed Mission ,9/20/2010,2010,Verbal Counsel
4793,BOS ,Alcohol Policy Violation ,9/20/2010,2010,Retirement
4794,ORL ,Loss of Equipment ,9/21/2010,2010,Letter of Counsel
4798,PHL ,LEO Action ,9/28/2010,2010,No Further Action
4800,DEN ,Management Inquiry ,9/22/2010,2010,No Further Action
4802,HOU ,Loss of Equipment ,9/23/2010,2010,Letter of Reprimand
4803,NWK ,Missed Mission ,9/23/2010,2010,Letter of Counsel
4804,NWK ,Missed Mission ,9/23/2010,2010,Letter of Counsel
4805,MSP ,Loss of Equipment ,9/24/2010,2010,Suspension - 3 Day
4806,BAL ,Unprofessional Conduct ,9/24/2010,2010,No Further Action
4807,ATl ,Loss of Equipment ,9/24/2010,2010,No Further Action
4808,MIA ,Miscellaneous ,9/28/2010,2010,No Further Action
4809,MIA ,Miscellaneous ,9/28/2010,2010,No Further Action
4810,BAL,Criminal Arrest ,9/28/2010,2010,Letter of Reprimand
4811,WFO ,Sexual Harassment ,9/29/2010,2010,Suspension - 7 Day
4812,PHL ,Failure to Follow Instruction ,9/29/2010,2010,Verbal Counsel
4813,PHL ,Failure to Follow Procedure ,9/29/2010,2010,Letter of Counsel
4814,NWK ,Loss of Equipment ,9/30/2010,2010,Suspension - 3 Day
4816,SEA ,Loss of Equipment ,9/30/2010,2010,Letter of Counsel
4817,WFO ,Missed Mission ,10/4/2010,2010,Letter of Counsel
4819,NYC ,Loss of Equipment ,10/4/2010,2010,Verbal Counsel
4820,PHL ,Miscellaneous ,10/4/2010,2010,No Further Action
4821,FC ,LEO Action ,10/5/2010,2010,No Further Action
4822,SEA ,Loss of Equipment ,10/5/2010,2010,Letter of Reprimand
4823,DAL ,Loss of Equipment ,10/5/2010,2010,Letter of Reprimand
4824,NWK ,Unintentional Discharge of Firearm ,10/5/2010,2010,Letter of Counsel
4825,ORL ,Failure to Honor Just Debts ,10/5/2010,2010,Letter of Counsel
4826,ORL ,Failure to Honor Just Debts ,10/5/2010,2010,Letter of Reprimand
4827,WFO ,Unprofessional Conduct ,10/6/2010,2010,Letter of Counsel
4829,PHL ,Abuse of Position/Authority ,10/6/2010,2010,Suspension - 7 Day
